azi,aoi,wvl,radius,pitch,mm,dmm,abs pillar,abs substrate,reflected flux,E,H,E air,H air,E Ge,H Ge,E CaF2,H CaF2
32,60,3350,500,4000,"[[0.004030192565909389, -0.00179031820173799, -0.0005937823590219675, 0.0005086815262379631], [-0.0008933929687716725, 0.00088935102088515, 0.00037905853327253425, -0.0035056238897619857], [0.0016891662864377296, -0.0033389078385246134, -0.0019337497919845186, -0.0006256735577695725], [0.00040637409933131014, -0.0019214231550544153, 0.0029825127543824984, -6.139305815212588e-05]]","[[ 1.         -0.44422647 -0.1473335   0.12621767]
 [-0.22167501  0.22067209  0.0940547  -0.86984029]
 [ 0.41912793 -0.82847352 -0.47981573 -0.15524657]
 [ 0.10083243 -0.47675716  0.74004225 -0.01523328]]","[1.4033188322219331e-19, 2.3062416302908707e-19]","[8.165183977605897e-19, -5.406905764647692e-19]","[0.0051133649937551515, 0.003967233042778485]",,,"[2.327648827286471e-25, 2.340066341961714e-25]","[2.321434124944012e-25, 2.328670894422925e-25]","[1.696009565515554e-26, 1.693252890393305e-26]","[1.778038282682902e-26, 1.804881768241336e-26]","[4.569000071563446e-26, 4.56652445773604e-26]","[4.546434448881555e-26, 4.547157384292404e-26]"
33,60,3350,500,4000,"[[0.0035579893454024576, -0.0015926631636021002, -8.831382391461383e-05, 0.0004999166505754357], [-0.0008441580978407838, 0.0009088475464665494, -5.500016922350338e-05, -0.0031222700480744237], [0.0013053253438420364, -0.0029826792517708913, -0.001560299242733776, -0.00048781271789647275], [0.0006146664089451558, -0.0016368240013262246, 0.002726763067501389, -0.00035830349839727877]]","[[ 1.         -0.44763011 -0.02482127  0.14050538]
 [-0.23725706  0.25543852 -0.01545822 -0.87753777]
 [ 0.36687163 -0.83830472 -0.43853398 -0.13710348]
 [ 0.17275667 -0.46004185  0.76637752 -0.10070393]]","[-2.2928337840364956e-19, 4.098707713589092e-19]","[2.0624923996689628e-19, 5.652345505211399e-19]","[0.004722838322320913, 0.0035591713878753268]",,,"[2.326164500895226e-25, 2.336493581557878e-25]","[2.32062004705231e-25, 2.327057033588508e-25]","[1.711421599320899e-26, 1.681923550265406e-26]","[1.787161400440637e-26, 1.776105768771567e-26]","[4.576343230488924e-26, 4.57694555427317e-26]","[4.552899975254149e-26, 4.556293218613755e-26]"
34,60,3350,500,4000,"[[0.0031818850803504556, -0.0013759636184190152, 0.00034372527901756363, 0.00048096798505143355], [-0.000837887278147434, 0.0008652324838729207, -0.00042045397952069556, -0.0027673608015763972], [0.0009681706858253995, -0.0026732618464092354, -0.0012440198170463731, -0.0003536662091353324], [0.0007767519433641273, -0.0013711160577647942, 0.0025050787869048668, -0.0005741115957047529]]","[[ 1.         -0.43243662  0.10802567  0.15115819]
 [-0.26333047  0.27192449 -0.1321399  -0.86972368]
 [ 0.30427582 -0.84015034 -0.39096944 -0.1111499 ]
 [ 0.24411691 -0.43091313  0.78729392 -0.18043128]]","[-2.2025391758562052e-20, -4.400096508969671e-19]","[-5.007742424130012e-19, -5.719796481048745e-20]","[0.004393926599507439, 0.00323999659724178]",,,"[2.326228403922522e-25, 2.334392525161982e-25]","[2.321380214425417e-25, 2.326732875276208e-25]","[1.729403506578559e-26, 1.675411538510437e-26]","[1.798335162203072e-26, 1.753486222041922e-26]","[4.589698392936356e-26, 4.593692054608044e-26]","[4.565115617658877e-26, 4.57153978338461e-26]"
35,60,3350,500,4000,"[[0.00288542141640311, -0.0011333702015841338, 0.0007138012969039131, 0.00046253560723577493], [-0.0008720736757711789, 0.0007641894174371478, -0.0007296502924538201, -0.0024416827676724054], [0.0006670259676402257, -0.002401529927914575, -0.000972428505374125, -0.00022279521033684128], [0.0008958478418694222, -0.001118424700381186, 0.00231283004154992, -0.0007212239605280368]]","[[ 1.         -0.39279191  0.24738199  0.16030089]
 [-0.30223442  0.26484499 -0.25287478 -0.84621357]
 [ 0.23117107 -0.83229781 -0.33701438 -0.0772141 ]
 [ 0.31047383 -0.38761225  0.80155711 -0.24995446]]","[6.1874375471212845e-19, -3.44334629162866e-19]","[2.1169710514708247e-19, 4.264452601008797e-19]","[0.004131001590032046, 0.002989567984136682]",,,"[2.32833409326055e-25, 2.334223123754902e-25]","[2.324354004778477e-25, 2.328303127541317e-25]","[1.749699003798248e-26, 1.671403811420932e-26]","[1.809994008845701e-26, 1.733541258072609e-26]","[4.612034839128755e-26, 4.61917469339344e-26]","[4.586002590539529e-26, 4.595255444962618e-26]"
36,60,3350,500,4000,"[[0.0025553965345165184, -0.0007043253198005094, 0.0009757608672928653, 0.0005962029645089843], [-0.0009943080567772974, 0.0005132532060528921, -0.0009230772449954686, -0.002144658039291524], [0.0002779893794256751, -0.0020652706644933676, -0.0007319927406703111, -5.0317517228878894e-05], [0.000858903250835505, -0.0008328940103333419, 0.002071384644385292, -0.0006926601362349172]]","[[ 1.         -0.27562271  0.38184323  0.23331133]
 [-0.38910128  0.20085071 -0.36122662 -0.83926624]
 [ 0.10878522 -0.80819968 -0.28644977 -0.01969069]
 [ 0.33611349 -0.32593533  0.81059226 -0.27105779]]","[9.76622337507281e-19, 7.93697064695534e-20]","[2.3937526103229073e-19, -4.2004593534484774e-19]","[0.003992620879792127, 0.002482014976073347]",,,"[2.338220197303313e-25, 2.341444670244495e-25]","[2.336951825763074e-25, 2.338159118124584e-25]","[1.752967262520997e-26, 1.615401190947513e-26]","[1.790096684257363e-26, 1.657041212207906e-26]","[4.659527753933471e-26, 4.671828365172049e-26]","[4.631317187712033e-26, 4.645566344861305e-26]"
37,60,3350,500,4000,"[[0.0023150079688526943, -0.00021284575061468296, 0.001147314149330708, 0.000733594710075155], [-0.0011546671651347191, 0.00016991411997162558, -0.0010887899289932649, -0.0018916631758823794], [-7.005996371104166e-05, -0.0017776899027059658, -0.0005407058070514554, 0.000108774376327023], [0.0007494195144937068, -0.0005618885490898547, 0.0018160316914608548, -0.0006382847241690496]]","[[ 1.         -0.09194169  0.49559836  0.31688647]
 [-0.4987746   0.07339678 -0.470318   -0.81713031]
 [-0.03026338 -0.76789796 -0.23356542  0.04698661]
 [ 0.32372222 -0.2427156   0.78446023 -0.27571599]]","[-2.276373293024516e-19, 5.845342396533652e-19]","[-6.0000916695863415e-19, -2.598658448438226e-19]","[0.0039588762308478435, 0.0020536029193295225]",,,"[2.357723707268084e-25, 2.357116234038631e-25]","[2.361232276317638e-25, 2.358145993727314e-25]","[1.760978370036942e-26, 1.551638935681021e-26]","[1.754130053200439e-26, 1.555984202436365e-26]","[4.767509901430647e-26, 4.771184022680494e-26]","[4.736287097814236e-26, 4.741642258559207e-26]"
38,60,3350,500,4000,"[[0.002092649939460928, 0.00018665168602381287, 0.001097941640414966, 0.000812107781168215], [-0.0012208901120042592, -0.00012830549598612988, -0.0010616835948459916, -0.0016811568436536917], [-0.00032987560694579927, -0.0015059281788799826, -0.0005264530324142972, 0.00020783518473563376], [0.0005481269599636276, -0.0004794860737182362, 0.0015101327816099534, -0.0005190233853069131]]","[[ 1.          0.08919394  0.5246657   0.38807627]
 [-0.58341822 -0.06131245 -0.50733932 -0.80336267]
 [-0.15763535 -0.71962737 -0.25157243  0.09931675]
 [ 0.2619296  -0.22912866  0.7216366  -0.24802208]]","[5.523680491564414e-19, 2.930475380904439e-20]","[2.6001860526425136e-19, 4.093890696769996e-19]","[0.003860892682005751, 0.0017020475796795038]",,,"[2.366554428559119e-25, 2.367601762223433e-25]","[2.376783616872061e-25, 2.375319390646508e-25]","[1.717426539457865e-26, 1.483425551727672e-26]","[1.653045398164258e-26, 1.433537294264354e-26]","[4.827878153792436e-26, 4.868622575394206e-26]","[4.793329495125905e-26, 4.834350469315878e-26]"
39,60,3350,500,4000,"[[0.0021018093288218383, 0.0006520764267928093, 0.0010168711680349773, 0.0009805906936868872], [-0.001406216690348555, -0.00048044836107064205, -0.0010029683746329708, -0.0016545340430051457], [-0.0005975572749517892, -0.0013997034725211207, -0.0005770769902736837, 0.00024839633768288525], [0.00029371528772329083, -0.00048168136267994307, 0.0013007218252113174, -0.0003989839294076716]]","[[ 1.          0.31024528  0.48380752  0.46654598]
 [-0.66905055 -0.22858799 -0.47719285 -0.78719512]
 [-0.28430613 -0.66595169 -0.27456201  0.11818215]
 [ 0.13974402 -0.22917462  0.61885815 -0.18982879]]","[7.04135813242306e-19, -3.3506265515666665e-19]","[5.566816543922776e-19, 3.73750957867067e-19]","[0.004187897189260978, 0.0015233416611537163]",,,"[2.380840836783815e-25, 2.382950212564035e-25]","[2.401895208218808e-25, 2.40160412984238e-25]","[1.669351052263672e-26, 1.437923893742537e-26]","[1.516792871264442e-26, 1.300388229077239e-26]","[4.890805804389852e-26, 4.977542564395749e-26]","[4.851235659686075e-26, 4.93703921875708e-26]"
40,60,3350,500,4000,"[[0.0022268948861585993, 0.0011223180896086566, 0.0008564949438337156, 0.0011383482935374816], [-0.0015986000768014263, -0.0008218327264289571, -0.0008337846988785732, -0.001689662322702356], [-0.0008559681623635745, -0.001402826185233676, -0.0006329630719069379, 0.00018482546396267964], [2.8541547709258247e-05, -0.0005350795002427062, 0.001143585120511324, -0.00027705619291912005]]","[[ 1.          0.50398342  0.384614    0.51118187]
 [-0.71786059 -0.36904873 -0.37441583 -0.75875262]
 [-0.38437744 -0.62994719 -0.28423572  0.08299694]
 [ 0.01281675 -0.24028054  0.5135335  -0.12441368]]","[1.668161517584955e-19, 1.2608985997348657e-19]","[-4.606164793225991e-19, -6.264170883643635e-19]","[0.004667953394185812, 0.001509930929334517]",,,"[2.393034684949957e-25, 2.396989636162408e-25]","[2.428458674222429e-25, 2.430899817678538e-25]","[1.610510063822017e-26, 1.418598114270204e-26]","[1.347353290707114e-26, 1.162954913513425e-26]","[4.957207856540106e-26, 5.093804103925547e-26]","[4.912150366773689e-26, 5.047031817367754e-26]"
41,60,3350,500,4000,"[[0.002315633126532231, 0.0014514459470191924, 0.0004972239680498898, 0.001298052457273481], [-0.0017080000503787367, -0.0010309399114741989, -0.00042626370355983097, -0.0017309003175771818], [-0.0010395973220284852, -0.0014277997480137503, -0.0006039262094625823, -2.6705587483168906e-05], [-0.00020209015140000428, -0.0005731803372045117, 0.0010119751213804058, -0.0001072411645782873]]","[[ 1.          0.62680307  0.21472485  0.5605605 ]
 [-0.73759527 -0.44520866 -0.18408085 -0.74748469]
 [-0.44894734 -0.61659152 -0.26080393 -0.01153274]
 [-0.08727209 -0.2475264   0.43701876 -0.04631181]]","[4.599634883386251e-19, 1.4352592933405256e-19]","[1.5699118896954633e-19, -1.5827351729362576e-19]","[0.005111893060075795, 0.001439462133773384]",,,"[2.391529167043059e-25, 2.393560403111485e-25]","[2.445022259605053e-25, 2.446787923849627e-25]","[1.517036132756065e-26, 1.378908000721292e-26]","[1.133534079267667e-26, 9.963477942301272e-27]","[4.938711338343536e-26, 5.035834853646925e-26]","[4.888501550887744e-26, 4.984618999046913e-26]"
42,60,3350,500,4000,"[[0.0020462553635918613, 0.0013377722922390351, 0.00021239190387608122, 0.0012485677450857881], [-0.0015409617502683136, -0.0009225092444855855, -0.0001112683971645356, -0.001518108601407131], [-0.0009809083554196195, -0.0012235934414654708, -0.00045908502334550253, -0.00021848525195039808], [-0.0002385835770986597, -0.0004846906869015172, 0.0007845158877993882, -5.143474285581933e-06]]","[[ 1.          0.65376605  0.1037954   0.61017201]
 [-0.75306424 -0.45082802 -0.05437659 -0.74189597]
 [-0.47936752 -0.59796713 -0.22435373 -0.10677321]
 [-0.11659521 -0.23686716  0.383391   -0.0025136 ]]","[8.104064864556128e-19, -2.705318482825775e-19]","[-1.3025930978104627e-19, -3.697560546449419e-19]","[0.004748340231945844, 0.0011495889419683035]",,,"[2.372796729677424e-25, 2.370837385760133e-25]","[2.437767565456153e-25, 2.435469845267087e-25]","[1.379089984019035e-26, 1.282851852222238e-26]","[9.282350628283316e-27, 8.343628741778861e-27]","[4.883111638469424e-26, 4.935913658956243e-26]","[4.833254152884174e-26, 4.886320067268038e-26]"
43,60,3350,500,4000,"[[0.001695214780768841, 0.0011208998094030562, 1.2060633595141722e-05, 0.0010969757642459391], [-0.0013036215170326125, -0.0007660425801290071, 8.27872821324948e-05, -0.001232716340042786], [-0.0008481810229508981, -0.0009773277296772206, -0.00028746382907009985, -0.0003089362190906428], [-0.00020267600149264083, -0.0003581356460124228, 0.0005696417784606842, 4.647740160682612e-05]]","[[ 1.          0.66121404  0.00711452  0.64710134]
 [-0.7690008  -0.45188526  0.04883587 -0.72717413]
 [-0.50033838 -0.57652148 -0.16957369 -0.18224016]
 [-0.11955771 -0.2112627   0.33602927  0.02741682]]","[9.879225667056378e-19, 3.823839131832277e-19]","[-6.393913594012759e-19, -1.2842098878271995e-19]","[0.0040956609700309385, 0.0008775132467578693]",,,"[2.357094319807984e-25, 2.353960663347967e-25]","[2.428941389377069e-25, 2.425688699322783e-25]","[1.246467767876802e-26, 1.185148471512586e-26]","[7.60434052325001e-27, 6.985974098058938e-27]","[4.834788933359456e-26, 4.866219974639032e-26]","[4.788434007060851e-26, 4.821451813161426e-26]"
44,60,3350,500,4000,"[[0.001325936568250139, 0.0008663896921092031, -0.00011804670708265278, 0.0008976050868465035], [-0.001042714135432706, -0.0005946188560750099, 0.00018417680259665944, -0.0009421288962029522], [-0.0006804464432687829, -0.0007290591746046632, -0.00013276231111473437, -0.0003189059708965611], [-0.0001414244858238617, -0.00023103896199990438, 0.00038760142753852537, 6.506753447570582e-05]]","[[ 1.          0.65341715 -0.08902892  0.6769593 ]
 [-0.7863982  -0.44845196  0.13890318 -0.71053844]
 [-0.51318175 -0.54984468 -0.1001272  -0.24051375]
 [-0.10666007 -0.17424586  0.29232275  0.04907289]]","[4.220990588821242e-20, -2.395517697228489e-19]","[2.2683372952422466e-19, -6.61104895128321e-20]","[0.0033167610449961033, 0.0006389235697962692]",,,"[2.345563472784265e-25, 2.342478548279563e-25]","[2.420444723278514e-25, 2.417612167830152e-25]","[1.118067169732096e-26, 1.081647856693884e-26]","[6.228152086052734e-27, 5.812813441421243e-27]","[4.790676473380988e-26, 4.809497881429723e-26]","[4.749521043334662e-26, 4.770911740293824e-26]"
45,60,3350,500,4000,"[[0.0009815161703385987, 0.0006189261880080388, -0.00018792152404848402, 0.0006869979318787347], [-0.0007899427422179015, -0.0004300354373192389, 0.0002193336716540171, -0.000681172157342606], [-0.0005095179183279867, -0.0005052910658678634, -1.7465007227535596e-05, -0.00027750338772989606], [-8.205022077059172e-05, -0.00012587214319918056, 0.0002447977165531539, 6.313659076108662e-05]]","[[ 1.          0.63058175 -0.19146045  0.69993542]
 [-0.80481888 -0.43813383  0.22346414 -0.69399993]
 [-0.51911312 -0.51480666 -0.01779391 -0.28272931]
 [-0.08359538 -0.12824256  0.24940773  0.06432557]]","[3.463192586957177e-19, -1.3223125507920308e-19]","[2.9322981005103875e-19, -1.1016232112360883e-19]","[0.002528924897784649, 0.0004463938932868606]",,,"[2.338351421278939e-25, 2.335813562050882e-25]","[2.413044541084899e-25, 2.411153658676282e-25]","[9.912434163210743e-27, 9.715076033736509e-27]","[5.079003405828307e-27, 4.784442774279576e-27]","[4.751355006107363e-26, 4.76170025368594e-26]","[4.716271505143857e-26, 4.729684857723235e-26]"
0,60,3500,500,4000,"[[0.014911044279490306, -0.010791415958486273, -2.7145779415647073e-06, -2.3886658105444113e-06], [-0.010791415926886566, 0.014911043635236376, 3.561642583207087e-07, 2.3085656606875173e-06], [2.731709008121982e-06, -4.863822244383487e-07, -0.005322186417122136, -0.008806753602108877], [-2.5088712202397993e-06, 2.429356266559104e-06, 0.008806753603040774, -0.005322185773644308]]","[[ 1.00000000e+00 -7.23719664e-01 -1.82051498e-04 -1.60194401e-04]
 [-7.23719662e-01  9.99999957e-01  2.38859366e-05  1.54822534e-04]
 [ 1.83200382e-04 -3.26189243e-05 -3.56929154e-01 -5.90619506e-01]
 [-1.68255903e-04  1.62923282e-04  5.90619506e-01 -3.56929111e-01]]","[4.0210832885024428e-19, 4.634953355413207e-19]","[-1.2455071777338883e-19, 5.156212839377488e-20]","[0.014908655605563542, 0.01491343293718203]",,,"[2.277118816902522e-25, 2.277039145097875e-25]","[2.280847852575744e-25, 2.280766975093916e-25]","[1.661857448439266e-26, 1.661640555253745e-26]","[1.807109681384852e-26, 1.806906393312943e-26]","[4.579192040088757e-26, 4.578800855560543e-26]","[4.550594349582764e-26, 4.550207213655848e-26]"
1,60,3500,500,4000,"[[0.01489229879432493, -0.01077580176650144, -0.00017752175960054087, 7.389325615712176e-05], [-0.010775800752318659, 0.014886786256139132, 0.00021662749640651843, -0.00028325752519239096], [0.00017754718243173255, -0.00021660487202651292, -0.005388655088269774, -0.008750582103560148], [7.398002238397197e-05, -0.0002833134032411065, 0.008750581027718996, -0.005383142550282251]]","[[ 1.         -0.72358216 -0.01192037  0.00496184]
 [-0.72358209  0.99962984  0.01454628 -0.0190204 ]
 [ 0.01192208 -0.01454476 -0.36184173 -0.58759109]
 [ 0.00496767 -0.01902416  0.58759102 -0.36147156]]","[-3.2274692124924886e-19, 3.840078687070904e-20]","[2.990682507605722e-19, 1.592380097081965e-19]","[0.014966192042334509, 0.014818405530100715]",,,"[2.279569524481992e-25, 2.276600894676497e-25]","[2.283420037560203e-25, 2.280118107234433e-25]","[1.673310953774563e-26, 1.653423211851393e-26]","[1.818743033029468e-26, 1.798720577050987e-26]","[4.58491826830553e-26, 4.576546032902295e-26]","[4.556354339931805e-26, 4.547805017864249e-26]"
2,60,3500,500,4000,"[[0.014835393441902132, -0.010726660536486372, -0.0003649077404332565, 0.00013819819951408298], [-0.010726658371901423, 0.014813783446602707, 0.00042505541151310476, -0.0005547464568860191], [0.00036497292962252997, -0.00042518270947823514, -0.005588543286869121, -0.008578811382898554], [0.00013819406481835263, -0.0005546907565266843, 0.008578814917959433, -0.005566933291967244]]","[[ 1.         -0.72304523 -0.02459711  0.00931544]
 [-0.72304509  0.99854335  0.02865144 -0.03739344]
 [ 0.0246015  -0.02866002 -0.37670341 -0.57826652]
 [ 0.00931516 -0.03738969  0.57826676 -0.37524676]]","[1.5314352899044844e-19, -7.529269160979141e-20]","[2.857582924458959e-19, -3.389260153340283e-20]","[0.014973591633264643, 0.014697195234386949]",,,"[2.28426198213461e-25, 2.278145839729082e-25]","[2.288148900794562e-25, 2.281349316900421e-25]","[1.688395231600985e-26, 1.648228033101182e-26]","[1.834170592795436e-26, 1.793838975494522e-26]","[4.594813951592976e-26, 4.577557340514234e-26]","[4.566175528171763e-26, 4.548558353269197e-26]"
3,60,3500,500,4000,"[[0.014738319231166603, -0.010634057397820033, -0.0005784724670468254, 0.00017772313211231964], [-0.010634056157976976, 0.01469143740088001, 0.0006175288248464603, -0.0007950702675494302], [0.0005785252949639001, -0.0006177074188778178, -0.005928503587303661, -0.008280980339895107], [0.00017762533329709565, -0.0007949481075162047, 0.008280989969428046, -0.005881621758022417]]","[[ 1.         -0.72152443 -0.03924955  0.01205858]
 [-0.72152435  0.99681905  0.04189954 -0.05394579]
 [ 0.03925314 -0.04191166 -0.402251   -0.56186735]
 [ 0.01205194 -0.0539375   0.561868   -0.39907005]]","[1.823877859306555e-19, 2.974811882558445e-19]","[7.701032385565872e-19, 1.6757654820158548e-18]","[0.014916042355158681, 0.01456059609112754]",,,"[2.291734726556928e-25, 2.281904679843326e-25]","[2.29556402769638e-25, 2.28466349307535e-25]","[1.707789178935708e-26, 1.645975211498487e-26]","[1.854062710103929e-26, 1.792304479306961e-26]","[4.610480411856398e-26, 4.582192200905204e-26]","[4.581675216222395e-26, 4.552837282960313e-26]"
4,60,3500,500,4000,"[[0.014595803680382541, -0.010479336145379938, -0.0008336020955636355, 0.0001780068425700286], [-0.010479331004053, 0.014516851872982883, 0.0007834092666181899, -0.0009788156363835267], [0.0008336595870221075, -0.0007834991426499371, -0.0064200202540819285, -0.007833190759604336], [0.00017804027088263237, -0.0009787987422749111, 0.007833193630349943, -0.00634106844690186]]","[[ 1.         -0.71796911 -0.05711245  0.01219575]
 [-0.71796876  0.99459079  0.0536736  -0.06706144]
 [ 0.05711639 -0.05367975 -0.43985384 -0.53667417]
 [ 0.01219805 -0.06706028  0.53667436 -0.43444462]]","[3.4325093517832054e-19, -8.377179873970504e-19]","[6.294103655427109e-19, -2.8053466513568403e-19]","[0.01477381051490976, 0.014417796829963515]",,,"[2.303012028920591e-25, 2.288426173039571e-25]","[2.306667039396442e-25, 2.290553005835545e-25]","[1.732777950942058e-26, 1.646700854600253e-26]","[1.87969565498433e-26, 1.79439082738583e-26]","[4.635432980969437e-26, 4.591563004296224e-26]","[4.606397455970218e-26, 4.561785681014027e-26]"
5,60,3500,500,4000,"[[0.014394389227494003, -0.010223997743357076, -0.001152196854537125, 0.00011855087706361101], [-0.01022398351743458, 0.014279886255289684, 0.0009070371806176943, -0.0010576722214877782], [0.0011522850920389423, -0.0009069625299752408, -0.00708674659610559, -0.0071840032057000755], [0.0001189195531407996, -0.0010578737333667486, 0.0071839796284187225, -0.006972243627212386]]","[[ 1.         -0.71027659 -0.08004486  0.00823591]
 [-0.71027561  0.99204531  0.06301325 -0.07347809]
 [ 0.08005099 -0.06300806 -0.49232701 -0.49908357]
 [ 0.00826152 -0.07349209  0.49908193 -0.48437231]]","[4.422724970335896e-19, -5.423980579410021e-20]","[5.989529108162614e-19, -8.81964885328376e-20]","[0.014512940096656822, 0.014275838342658677]",,,"[2.320155684824759e-25, 2.298868755098051e-25]","[2.323465249601774e-25, 2.300060938215323e-25]","[1.766173769782301e-26, 1.650682676436607e-26]","[1.913871032253851e-26, 1.800834112510461e-26]","[4.678883203273401e-26, 4.608726984161772e-26]","[4.649599634972054e-26, 4.578526099484205e-26]"
6,60,3500,500,4000,"[[0.01407492794605443, -0.009752096995026962, -0.0015760606397704916, -4.8581821427793746e-05], [-0.009752094410938973, 0.013925918715102247, 0.0009493005252689254, -0.0008859093664474991], [0.0015760741408861888, -0.0009493818268529746, -0.0080107883147619, -0.006158232536457901], [-4.866247613509662e-05, -0.0008858506873188616, 0.006158241614424948, -0.007861779084108648]]","[[ 1.         -0.69287012 -0.11197646 -0.00345166]
 [-0.69286993  0.98941314  0.06744621 -0.06294237]
 [ 0.11197742 -0.06745198 -0.56915306 -0.43753208]
 [-0.00345739 -0.0629382   0.43753273 -0.5585662 ]]","[1.4832449171243657e-19, -3.5484933409636086e-19]","[-6.768731281138992e-19, 6.944219588379004e-19]","[0.014026346116990744, 0.01412350975979344]",,,"[2.348545340836259e-25, 2.316152814301065e-25]","[2.351170462191732e-25, 2.315802915229745e-25]","[1.818246734134972e-26, 1.660137450310562e-26]","[1.966658746138175e-26, 1.814848328917537e-26]","[4.784023183112068e-26, 4.647321466803152e-26]","[4.754403068202376e-26, 4.616812892114354e-26]"
7,60,3500,500,4000,"[[0.013540829090359042, -0.009512498806416149, -0.0026155570352995343, -0.00023713245593737664], [-0.00951249298395052, 0.013211306885398469, 0.0012520643118429234, -0.0005918417138233916], [0.002615571603821952, -0.0012521293804704816, -0.008612494762997991, -0.004131267274371846], [-0.00023720532077679693, -0.0005917976361354378, 0.004131277771698198, -0.00828297255825606]]","[[ 1.         -0.7025049  -0.19316077 -0.0175124 ]
 [-0.70250447  0.97566455  0.09246585 -0.04370794]
 [ 0.19316185 -0.09247066 -0.63603895 -0.30509707]
 [-0.01751778 -0.04370468  0.30509784 -0.6117035 ]]","[2.3376147385264064e-19, 8.984069945882416e-20]","[-9.684107072192128e-21, 4.0316117902711174e-19]","[0.013303696627179182, 0.013777961538795746]",,,"[2.379868444186591e-25, 2.340070202292727e-25]","[2.381529394053993e-25, 2.336923040938192e-25]","[1.849688526735831e-26, 1.660368686276989e-26]","[1.992995494772101e-26, 1.823113507639482e-26]","[4.880912024503048e-26, 4.689120708997628e-26]","[4.849782514110517e-26, 4.658592439066744e-26]"
8,60,3500,500,4000,"[[0.013133801649315761, -0.009108898296452572, -0.003711531268976862, -0.0003181758202805471], [-0.009108879388719649, 0.012497406426292422, 0.0015601881503427908, 1.8618407157115833e-05], [0.0037115751487217753, -0.001560298278130213, -0.00914947867617564, -0.001810059860150718], [-0.0003182052568234634, 1.8640002520851418e-05, 0.0018100648125354004, -0.008513083453452452]]","[[ 1.         -0.69354621 -0.28259383 -0.02422572]
 [-0.69354477  0.95154524  0.11879182  0.00141759]
 [ 0.28259717 -0.1188002  -0.69663597 -0.1378169 ]
 [-0.02422796  0.00141924  0.13781728 -0.64818121]]","[-1.3218396709195907e-19, -1.4049379310964245e-19]","[-6.660829168553129e-19, -4.677567303795843e-19]","[0.012815625822058432, 0.013451977462273102]",,,"[2.469563893752414e-25, 2.40410868221983e-25]","[2.468688935509988e-25, 2.394873927409607e-25]","[1.888651657755924e-26, 1.634190033859233e-26]","[2.034383509194093e-26, 1.824170845775074e-26]","[4.915814594981227e-26, 4.730421999732024e-26]","[4.884227457418328e-26, 4.701103172916153e-26]"
9,60,3500,500,4000,"[[0.015928490637939614, -0.006984261413993856, -0.00309946232211378, -0.0005108914319235398], [-0.006984261050006493, 0.015484402720475555, 0.000687527475425011, 0.0018999238242133182], [0.0030994659403016838, -0.000687541375824857, -0.014276329116640606, -0.0006242056451918213], [-0.000510874456878863, 0.0018999201320508588, 0.0006242029899070753, -0.013832241199184634]]","[[ 1.         -0.43847603 -0.19458607 -0.03207406]
 [-0.43847601  0.9721199   0.04316338  0.11927833]
 [ 0.19458629 -0.04316425 -0.89627633 -0.039188  ]
 [-0.032073    0.1192781   0.03918783 -0.86839623]]","[4.743648686965178e-19, 2.382848904077129e-19]","[3.0623880229141625e-20, -4.745185593280393e-19]","[0.015417599197622785, 0.016439382060913606]",,,"[2.462746206361647e-25, 2.407794894884438e-25]","[2.459819963714281e-25, 2.400260626138631e-25]","[2.218300422852345e-26, 1.769242690756154e-26]","[2.37964942940443e-26, 1.94057436429918e-26]","[5.096809628485435e-26, 4.900270457225853e-26]","[5.057419109428706e-26, 4.863810230243931e-26]"
10,60,3500,500,4000,"[[0.017593286587789903, -0.006045537079419884, -0.002415942066498901, -0.0004200636848329331], [-0.006045534100719133, 0.017363694887720504, 0.00033480213617430874, 0.0013785770751731162], [0.0024159585634815923, -0.00033487336639665766, -0.016336499124330228, -0.002409459852989633], [-0.0004200116703344901, 0.0013785728369370691, 0.0024094532102787794, -0.01610690742437625]]","[[ 1.         -0.3436275  -0.13732182 -0.02387636]
 [-0.34362733  0.98695004  0.01903011  0.07835813]
 [ 0.13732275 -0.01903416 -0.92856437 -0.13695337]
 [-0.02387341  0.07835789  0.13695299 -0.91551441]]","[-4.8512880769804947e-20, 9.914316524530628e-19]","[-1.1530918344958409e-18, -2.561780601541014e-20]","[0.017173222893607922, 0.018013350262816433]",,,"[2.409053848742743e-25, 2.377839794341913e-25]","[2.41162787466219e-25, 2.378246013896954e-25]","[2.241984787065369e-26, 1.902349829437102e-26]","[2.372205242880657e-26, 2.029561503368341e-26]","[5.076773568379808e-26, 4.927683417212749e-26]","[5.034099700436706e-26, 4.885351339369968e-26]"
