azi,aoi,wvl,radius,pitch,mm,dmm,abs pillar,abs substrate,reflected flux,E,H,E air,H air,E Ge,H Ge,E CaF2,H CaF2
35,60,6200,500,4000,"[[0.025256278709007977, -0.020559684383197982, -1.596067951798424e-05, 1.0477349667887088e-05], [-0.020559684394603657, 0.025256251281129835, 3.138312898046748e-05, -6.041653737108753e-06], [1.5945529439410496e-05, -3.137528317075022e-05, 0.014646067228886794, -0.0008189092444655724], [1.0478036251283774e-05, -6.043589702020162e-06, 0.0008189092389649707, 0.014646094656762015]]","[[ 1.00000000e+00 -8.14042505e-01 -6.31948978e-04  4.14841386e-04]
 [-8.14042505e-01  9.99998914e-01  1.24258721e-03 -2.39213932e-04]
 [ 6.31349124e-04 -1.24227657e-03  5.79898068e-01 -3.24239867e-02]
 [ 4.14868571e-04 -2.39290585e-04  3.24239865e-02  5.79899154e-01]]","[-1.000525607382109e-20, -3.3434194580430053e-20]","[-5.008679727820593e-20, 9.59840126155369e-20]","[0.02526675604492074, 0.02524580134559637]",,,"[1.085632090615779e-25, 1.086040486345589e-25]","[1.120260885510598e-25, 1.120542056765493e-25]","[6.37313608995797e-28, 6.309614454687822e-28]","[4.632728564904436e-28, 4.66319828128849e-28]","[4.540484161882072e-26, 4.539786027192021e-26]","[4.534900645652097e-26, 4.534420556898442e-26]"
