azi,aoi,svl,radius,pitch,mm,dmm,abs pillar,abs substrate,reflected flux,E,H,wvl,E air,H air,E Ge,H Ge,E CaF2,H CaF2
0,60,,500,3500,"[[0.023643877613312582, -0.008382467506104233, -7.49006203622523e-09, 2.0372785263372792e-08], [-0.008382467506120653, 0.023643877613294107, 1.8735259395217204e-09, -2.5968896026563674e-08], [-8.124941332095517e-09, -1.877198929467403e-08, -0.008665309967436254, -0.020339114785798886], [-1.1396487867913654e-08, -7.088672434572916e-09, 0.02033911478580722, -0.008665309967437815]]","[[ 1.00000000e+00 -3.54530151e-01 -3.16786534e-07  8.61651612e-07]
 [-3.54530151e-01  1.00000000e+00  7.92393689e-08 -1.09833490e-06]
 [-3.43638276e-07 -7.93947152e-07 -3.66492760e-01 -8.60227545e-01]
 [-4.82005873e-07 -2.99810063e-07  8.60227545e-01 -3.66492760e-01]]","[1.1780882879386364e-18, -3.0090389551045394e-19]","[-5.486604476881077e-19, -3.6983515963256784e-19]","[0.023643897973226205, 0.0236438572276557]",,,3000.0,"[2.349330973330385e-25, 2.34933088801406e-25]","[2.366665004956347e-25, 2.36666485546589e-25]","[1.8299154796836e-26, 1.829916223181728e-26]","[1.89891778905682e-26, 1.898918789082968e-26]","[3.418117411051186e-26, 3.418117625390024e-26]","[3.399546182323897e-26, 3.39954641783773e-26]"
