210.000000	2.000163	0.389156	
211.000000	2.000369	0.379349	
212.000000	1.999517	0.369179	
213.000000	1.997640	0.359334	
214.000000	1.995027	0.350373	
215.000000	1.992151	0.342666	
216.000000	1.989584	0.336348	
217.000000	1.987907	0.331307	
218.000000	1.987618	0.327207	
219.000000	1.989060	0.323538	
220.000000	1.992372	0.319689	
221.000000	1.997472	0.315029	
222.000000	2.004073	0.308986	
223.000000	2.011719	0.301112	
224.000000	2.019850	0.291125	
225.000000	2.027855	0.278924	
226.000000	2.035143	0.264583	
227.000000	2.041180	0.248329	
228.000000	2.045533	0.230509	
229.000000	2.047888	0.211549	
230.000000	2.048054	0.191917	
231.000000	2.045965	0.172086	
232.000000	2.041665	0.152504	
233.000000	2.035289	0.133574	
234.000000	2.027045	0.115633	
235.000000	2.017189	0.098951	
236.000000	2.006005	0.083719	
237.000000	1.993787	0.070061	
238.000000	1.980822	0.058035	
239.000000	1.967377	0.047647	
240.000000	1.953695	0.038860	
241.000000	1.939989	0.031607	
242.000000	1.926443	0.025796	
243.000000	1.913214	0.021323	
244.000000	1.900437	0.018073	
245.000000	1.888224	0.015921	
246.000000	1.876670	0.014735	
247.000000	1.865846	0.014372	
248.000000	1.855803	0.014682	
249.000000	1.846561	0.015510	
250.000000	1.838109	0.016700	
251.000000	1.830402	0.018106	
252.000000	1.823360	0.019601	
253.000000	1.816875	0.021088	
254.000000	1.810824	0.022513	
255.000000	1.805074	0.023862	
256.000000	1.799507	0.025170	
257.000000	1.794028	0.026510	
258.000000	1.788580	0.027986	
259.000000	1.783152	0.029716	
260.000000	1.777784	0.031820	
261.000000	1.772563	0.034398	
262.000000	1.767614	0.037519	
263.000000	1.763093	0.041204	
264.000000	1.759165	0.045424	
265.000000	1.755988	0.050092	
266.000000	1.753698	0.055072	
267.000000	1.752390	0.060185	
268.000000	1.752110	0.065222	
269.000000	1.752844	0.069965	
270.000000	1.754520	0.074197	
271.000000	1.757010	0.077725	
272.000000	1.760137	0.080389	
273.000000	1.763690	0.082073	
274.000000	1.767429	0.082712	
275.000000	1.771097	0.082291	
276.000000	1.774424	0.080846	
277.000000	1.777113	0.078464	
278.000000	1.778817	0.075305	
279.000000	1.779098	0.071688	
280.000000	1.777470	0.068293	
281.000000	1.773713	0.066421	
282.000000	1.768612	0.067950	
283.000000	1.764758	0.074374	
284.000000	1.766206	0.084905	
285.000000	1.776024	0.095232	
286.000000	1.793168	0.099198	
287.000000	1.812100	0.092930	
288.000000	1.826173	0.077565	
289.000000	1.831634	0.058111	
290.000000	1.828963	0.039985	
291.000000	1.821316	0.026305	
292.000000	1.812072	0.017436	
293.000000	1.803337	0.012155	
294.000000	1.795839	0.009001	
295.000000	1.789521	0.006948	
296.000000	1.784093	0.005458	
297.000000	1.779298	0.004297	
298.000000	1.774970	0.003366	
299.000000	1.771007	0.002618	
300.000000	1.767346	0.002021	
301.000000	1.763946	0.001548	
302.000000	1.760774	0.001176	
303.000000	1.757807	0.000887	
304.000000	1.755022	0.000664	
305.000000	1.752402	0.000494	
306.000000	1.749930	0.000365	
307.000000	1.747591	0.000267	
308.000000	1.745373	0.000195	
309.000000	1.743264	0.000141	
310.000000	1.741254	0.000101	
311.000000	1.739334	0.000073	
312.000000	1.737495	0.000052	
313.000000	1.735732	0.000036	
314.000000	1.734037	0.000026	
315.000000	1.732405	0.000018	
316.000000	1.730831	0.000012	
317.000000	1.729311	0.000009	
318.000000	1.727840	0.000006	
319.000000	1.726416	0.000004	
