azi,aoi,wvl,pitch,mm,dmm,reflected flux
22,60,5000,7560,"[[0.9109610448594851, -0.05423199099419423, -0.007094784009636911, 0.001146355833265076], [-0.05423212429858343, 0.9108827337644307, -0.0009187605925654752, -0.009496885131388834], [0.007099922363231495, 0.0009005889564091701, -0.8841759156762021, 0.2124613242161873], [0.001107580937588239, -0.009497864444926684, -0.2124610747636313, -0.8840976050919109]]","[[ 1.00000000e+00 -5.95327224e-02 -7.78824084e-03  1.25840269e-03]
 [-5.95328687e-02  9.99914035e-01 -1.00856189e-03 -1.04251276e-02]
 [ 7.79388142e-03  9.88614125e-04 -9.70596845e-01  2.33227672e-01]
 [ 1.21583787e-03 -1.04262026e-02 -2.33227399e-01 -9.70510880e-01]]","[0.0006405066176246099, 0.0005685294113489414]"
22,60,5050,7560,"[[0.9108515289204566, -0.05482012620596477, -0.00733760333387127, 0.001159357945671181], [-0.05482027102334608, 0.9107733679856317, -0.0008672323273244747, -0.00929834163906243], [0.007342632519769222, 0.00085280025782842, -0.8847706701523441, 0.209342124734074], [0.001120001507075855, -0.009298822669097505, -0.2093418891070577, -0.8846925097068454]]","[[ 1.00000000e+00 -6.01855785e-02 -8.05576222e-03  1.27282868e-03]
 [-6.01857375e-02  9.99914189e-01 -9.52111623e-04 -1.02084054e-02]
 [ 8.06128363e-03  9.36267032e-04 -9.71366509e-01  2.29831227e-01]
 [ 1.22962027e-03 -1.02089335e-02 -2.29830969e-01 -9.71280699e-01]]","[0.0006408242316148961, 0.0005680664467788696]"
22,60,5100,7560,"[[0.9106462181494421, -0.05547638812333838, -0.007590660237512004, 0.00117415514264454], [-0.05547654205345848, 0.9105676811210843, -0.0008200123641745414, -0.009131299098850682], [0.00759558184787927, 0.0008085860455055256, -0.8852387863118375, 0.2062746675888473], [0.001134381124070162, -0.009131382870037784, -0.2062744413136018, -0.8851602497602943]]","[[ 1.00000000e+00 -6.09198029e-02 -8.33546561e-03  1.28936476e-03]
 [-6.09199719e-02  9.99913757e-01 -9.00473035e-04 -1.00272739e-02]
 [ 8.34087014e-03  8.87925552e-04 -9.72099558e-01  2.26514604e-01]
 [ 1.24568806e-03 -1.00273659e-02 -2.26514356e-01 -9.72013316e-01]]","[0.0006411234849069725, 0.0005674947031089728]"
22,60,5150,7560,"[[0.9103325165351066, -0.05621537735607368, -0.007859678357844539, 0.001191303662266873], [-0.05621553864844903, 0.9102530669567428, -0.0007760874871248998, -0.008992598686735862], [0.007864493575084501, 0.0007671059421930776, -0.8855715834214296, 0.2032391711892115], [0.001151240575400408, -0.008992361044369873, -0.2032389508192579, -0.8854921343124099]]","[[ 1.00000000e+00 -6.17525754e-02 -8.63385435e-03  1.30864672e-03]
 [-6.17527526e-02  9.99912725e-01 -8.52531875e-04 -9.87836700e-03]
 [ 8.63914386e-03  8.42665650e-04 -9.72800122e-01  2.23258169e-01]
 [ 1.26463743e-03 -9.87810595e-03 -2.23257927e-01 -9.72712847e-01]]","[0.0006414057077617384, 0.0005667961325341598]"
22,60,5200,7560,"[[0.9098931576492442, -0.0570556707899828, -0.008151026597891436, 0.001211479055517199], [-0.05705583817393139, 0.9098122026300424, -0.0007347402650178859, -0.0088818141986662], [0.008155736199353097, 0.0007277598530660012, -0.885755563324265, 0.2002133119704578], [0.001171231280786461, -0.00888131363470366, -0.2002130946840707, -0.8856746087697099]]","[[ 1.00000000e+00 -6.27059016e-02 -8.95822386e-03  1.33145199e-03]
 [-6.27060855e-02  9.99911028e-01 -8.07501693e-04 -9.76138146e-03]
 [ 8.96339986e-03  7.99830010e-04 -9.73472056e-01  2.20040463e-01]
 [ 1.28721847e-03 -9.76083132e-03 -2.20040225e-01 -9.73383085e-01]]","[0.0006416717698049973, 0.0005659469492634294]"
22,60,5250,7560,"[[0.909304537546268, -0.05802156498551297, -0.008472406779897645, 0.001235538541420679], [-0.05802173758724, 0.9092213798093451, -0.0006954035642409645, -0.008800722177675765], [0.008477011163820557, 0.0006900649757219761, -0.8857709570225771, 0.1971702994637922], [0.001195192279689237, -0.008800004432990387, -0.1971700828030651, -0.8856877997470272]]","[[ 1.00000000e+00 -6.38087270e-02 -9.31745794e-03  1.35877310e-03]
 [-6.38089168e-02  9.99908548e-01 -7.64764208e-04 -9.67852003e-03]
 [ 9.32252157e-03  7.58893140e-04 -9.74119143e-01  2.16836375e-01]
 [ 1.31440263e-03 -9.67773069e-03 -2.16836136e-01 -9.74027692e-01]]","[0.0006419221306592125, 0.0005649153662967076]"
22,60,5300,7560,"[[0.9085339378127855, -0.0591458321723623, -0.008833725526108581, 0.001264616891287497], [-0.05914600947567744, 0.9084477131493063, -0.0006575787447384547, -0.008753469745184202], [0.008838224737551156, 0.0006535838109988593, -0.8855892406890402, 0.194075852573718], [0.001224243646182231, -0.008752570882415862, -0.1940756342366738, -0.8855030164842914]]","[[ 1.00000000e+00 -6.51003003e-02 -9.72305509e-03  1.39193137e-03]
 [-6.51004954e-02  9.99905095e-01 -7.23780056e-04 -9.63471961e-03]
 [ 9.72800725e-03  7.19382935e-04 -9.74745360e-01  2.13614313e-01]
 [ 1.34749358e-03 -9.63373025e-03 -2.13614072e-01 -9.74650456e-01]]","[0.0006421568260371373, 0.0005636579237366117]"
22,60,5350,7560,"[[0.9075348989240835, -0.06047422538192221, -0.009248409549119848, 0.001300283409861277], [-0.06047440729155734, 0.9074444823489018, -0.0006207705802546773, -0.00874740242324116], [0.00925280313176753, 0.0006178750082546473, -0.8851689585481606, 0.1908831695894191], [0.001259939926080519, -0.00874634975403891, -0.1908829472721659, -0.8850785424292906]]","[[ 1.00000000e+00 -6.66357023e-02 -1.01906930e-02  1.43276409e-03]
 [-6.66359028e-02  9.99900371e-01 -6.84018412e-04 -9.63864027e-03]
 [ 1.01955342e-02  6.80827822e-04 -9.75355283e-01  2.10331492e-01]
 [ 1.38831017e-03 -9.63748035e-03 -2.10331247e-01 -9.75255655e-01]]","[0.0006423753871064949, 0.0005621134288991723]"
22,60,5400,7560,"[[0.9062391972544408, -0.06207322975760116, -0.009735600153847413, 0.001344808671440204], [-0.06207341661254834, 0.9061430483468442, -0.0005844336830755775, -0.008794872769342734], [0.009739887169524921, 0.000582424542953072, -0.8844484673535706, 0.1875239748585811], [0.00130453870323705, -0.008793687167255303, -0.187523745991436, -0.884352318899932]]","[[ 1.00000000e+00 -6.84954148e-02 -1.07428593e-02  1.48394450e-03]
 [-6.84956210e-02  9.99893903e-01 -6.44900027e-04 -9.70480288e-03]
 [ 1.07475898e-02  6.42683019e-04 -9.75954770e-01  2.06925473e-01]
 [ 1.43950814e-03 -9.70349461e-03 -2.06925221e-01 -9.75848674e-01]]","[0.0006425766602022832, 0.000560192488414488]"
22,60,5450,7560,"[[0.9045421232589337, -0.06404423812999932, -0.01032411343138276, 0.001401659870126188], [-0.06404443092613471, 0.9044380088890507, -0.0005478748805977634, -0.008917027877565408], [0.01032829208087361, 0.0005465684553190844, -0.8833326947775119, 0.1838911677077587], [0.001361490443356086, -0.008915723244769613, -0.1838909291725691, -0.8832285808593897]]","[[ 1.00000000e+00 -7.08029361e-02 -1.14136348e-02  1.54957943e-03]
 [-7.08031492e-02  9.99884898e-01 -6.05693053e-04 -9.85805707e-03]
 [ 1.14182544e-02  6.04248759e-04 -9.76552304e-01  2.03297517e-01]
 [ 1.50517086e-03 -9.85661476e-03 -2.03297253e-01 -9.76437203e-01]]","[0.0006427584443373484, 0.0005577583317811912]"
22,60,5500,7560,"[[0.9022731725822626, -0.06655173169782652, -0.01106024588239898, 0.001476488578794521], [-0.0665519324570179, 0.9021576210075215, -0.0005100956352284856, -0.009152173863911452], [0.01106431293438423, 0.0005093248259451545, -0.8816670088958657, 0.1798017823763949], [0.00143642438313186, -0.009150756822800107, -0.1798015299662905, -0.8815514577712064]]","[[ 1.00000000e+00 -7.37600693e-02 -1.22582010e-02  1.63640971e-03]
 [-7.37602918e-02  9.99871933e-01 -5.65345009e-04 -1.01434622e-02]
 [ 1.22627085e-02  5.64490712e-04 -9.77161946e-01  1.99276436e-01]
 [ 1.59200609e-03 -1.01418917e-02 -1.99276157e-01 -9.77033879e-01]]","[0.0006429167425167773, 0.0005545886610172381]"
22,60,5550,7560,"[[0.8991311643242137, -0.06988562638098661, -0.012024915586212, 0.001579342906226861], [-0.0698858390095265, 0.8989982521268904, -0.000469423585952396, -0.00957652201169958], [0.01202886499148378, 0.0004690206749408407, -0.879180103234928, 0.1749073373357832], [0.001539352618805822, -0.0095749899502552, -0.1749070646876681, -0.8790471914873306]]","[[ 1.00000000e+00 -7.77257303e-02 -1.33739281e-02  1.75652115e-03]
 [-7.77259668e-02  9.99852177e-01 -5.22085770e-04 -1.06508621e-02]
 [ 1.33783206e-02  5.21637658e-04 -9.77810733e-01  1.94529279e-01]
 [ 1.71204456e-03 -1.06491581e-02 -1.94528976e-01 -9.77662911e-01]]","[0.0006430440792468926, 0.0005502912215052859]"
22,60,5600,7560,"[[0.8945194303841499, -0.07461961618476443, -0.01337679764907978, 0.001730382920810142], [-0.07461984869603089, 0.8943575861278248, -0.0004224830960432432, -0.01036545888458364], [0.01338061672314425, 0.0004222373982086716, -0.8753419005006475, 0.1684351837420293], [0.001690365832707767, -0.01036379494089911, -0.1684348797788567, -0.87518005669678]]","[[ 1.00000000e+00 -8.34186644e-02 -1.49541723e-02  1.93442743e-03]
 [-8.34189244e-02  9.99819071e-01 -4.72301754e-04 -1.15877403e-02]
 [ 1.49584417e-02  4.72027084e-04 -9.78561081e-01  1.88296842e-01]
 [ 1.88969158e-03 -1.15858802e-02 -1.88296502e-01 -9.78380152e-01]]","[0.0006431252088104553, 0.0005440893554722107]"
22,60,5650,7560,"[[0.8870384249263571, -0.08210118400816169, -0.01548346610002629, 0.00197817481959785], [-0.08210145589010209, 0.8868193331916348, -0.0003606045766559327, -0.01203749489556285], [0.01548712127184925, 0.0003601005343315282, -0.8689468964153645, 0.1581895206554556], [0.001937867143597635, -0.01203565548253304, -0.1581891616992726, -0.8687278051433925]]","[[ 1.00000000e+00 -9.25565136e-02 -1.74552372e-02  2.23008921e-03]
 [-9.25568201e-02  9.99753008e-01 -4.06526444e-04 -1.35704323e-02]
 [ 1.74593578e-02  4.05958214e-04 -9.79604572e-01  1.78334462e-01]
 [ 2.18464848e-03 -1.35683586e-02 -1.78334058e-01 -9.79357580e-01]]","[0.0006431255819989035, 0.0005341601217880706]"
22,60,5700,7560,"[[0.8723733868057739, -0.09647317607555, -0.0194343347164307, 0.002483559975940653], [-0.09647355863593915, 0.8719837932481744, -0.0002465269214402994, -0.01719714865121441], [0.01943766857681569, 0.0002440165811781227, -0.8566490449902683, 0.1336958039794807], [0.002442265862739797, -0.01719503821993847, -0.13369531471393, -0.8562594519277148]]","[[ 1.00000000e+00 -1.10587023e-01 -2.22775419e-02  2.84690021e-03]
 [-1.10587462e-01  9.99553410e-01 -2.82593354e-04 -1.97130597e-02]
 [ 2.22813635e-02  2.79715756e-04 -9.81975216e-01  1.53255253e-01]
 [ 2.79956484e-03 -1.97106405e-02 -1.53254692e-01 -9.81528626e-01]]","[0.000642931115265962, 0.0005148910126040083]"
22,60,5750,7560,"[[0.6710731441203606, -0.2873029028425619, -0.08526978915598275, 0.01176482350129874], [-0.2873107588588839, 0.6598196373610615, 0.04799377027451378, 0.07258770616794165], [0.08525356570477674, -0.04782759154753954, -0.454876457626904, 0.3980640137114143], [0.01169031116089704, 0.07266625340791126, -0.3980474871387126, -0.4436229657449595]]","[[ 1.         -0.42812457 -0.12706482  0.01753136]
 [-0.42813628  0.98323058  0.07151794  0.10816661]
 [ 0.12704065 -0.07127031 -0.67783439  0.5931753 ]
 [ 0.01742032  0.10828366 -0.59315067 -0.661065  ]]","[0.0006359828318795736, 0.0002546717289235465]"
22,60,5800,7560,"[[0.912279425909966, -0.05902504628615757, -0.009447543399863288, 0.0006640495811747176], [-0.05902482316180035, 0.9118115212356819, 0.004814577707376727, 0.02721391453004644], [0.009450254627937459, -0.004801685540263596, -0.8619560203356511, 0.2928791012466194], [0.0006450313224498454, 0.0272166761071719, -0.2928788021286522, -0.861488115810175]]","[[ 1.00000000e+00 -6.47006220e-02 -1.03559755e-02  7.27901520e-04]
 [-6.47003774e-02  9.99487104e-01  5.27752525e-03  2.98306788e-02]
 [ 1.03589474e-02 -5.26339343e-03 -9.44837728e-01  3.21041002e-01]
 [ 7.07054554e-04  2.98337059e-02 -3.21040674e-01 -9.44324832e-01]]","[0.0006445621953951904, 0.0005662236012538742]"
22,60,5850,7560,"[[0.9243611547561845, -0.0476837431364211, -0.005902107922414813, 0.0004136537942913496], [-0.04768352963178257, 0.924189762658903, 0.002514506992547835, 0.01659752766250168], [0.005905548174931148, -0.002508974624216854, -0.8866134087939175, 0.2570603877840942], [0.0003883934834983151, 0.01659897820991429, -0.2570602547159706, -0.886442016881275]]","[[ 1.00000000e+00 -5.15856199e-02 -6.38506702e-03  4.47502356e-04]
 [-5.15853889e-02  9.99814583e-01  2.72026467e-03  1.79556741e-02]
 [ 6.38878878e-03 -2.71427960e-03 -9.59163422e-01  2.78095187e-01]
 [ 4.20175038e-04  1.79572434e-02 -2.78095043e-01 -9.58978006e-01]]","[0.0006450535453540473, 0.0005817672349529847]"
