azi,aoi,wvl,pitch,mm,dmm,reflected flux
0,60,3575,7560,"[[0.6590792749173096, -0.1584641601081114, 0.06627613834587448, -0.01118262457086513], [-0.1584579288489953, 0.6537505343869234, -0.02034143437711594, -0.04541368771449315], [-0.0661911558809582, 0.02084968811201636, -0.5547817248223567, 0.317680374600073], [-0.01175939254949093, -0.04520445015300577, -0.3177310393163953, -0.5494532287964496]]","[[ 1.         -0.24043262  0.10055867 -0.01696704]
 [-0.24042317  0.99191487 -0.03086341 -0.06890474]
 [-0.10042973  0.03163457 -0.84175265  0.48200632]
 [-0.01784215 -0.06858727 -0.48208319 -0.83366789]]","[0.8175434345803534, 0.5006151145366649]"
0,60,3600,7560,"[[0.7101179265840378, -0.1303159353454365, 0.04649640709533447, -0.004788494528543345], [-0.1303039054542103, 0.7052454310625789, -0.02022518969140622, -0.06556914321809937], [-0.04649827253670992, 0.02098969656170688, -0.6179542396132187, 0.3239667588343382], [-0.005088362414666963, -0.06535241928951559, -0.3240151175750945, -0.6130819989253475]]","[[ 1.         -0.18351309  0.06547702 -0.00674324]
 [-0.18349615  0.99313847 -0.02848145 -0.09233557]
 [-0.06547965  0.02955804 -0.87021355  0.45621544]
 [-0.00716552 -0.09203038 -0.45628353 -0.86335238]]","[0.8404338614719451, 0.5798019909229598]"
0,60,3625,7560,"[[0.7467522057357896, -0.1120845925141764, 0.02605769617569869, -0.000948700510235316], [-0.1120745777384921, 0.7434106499444988, -0.01639716824746367, -0.06347004590654223], [-0.02609766507085943, 0.01713396875547779, -0.662339008230503, 0.325715444433674], [-0.00102973020740638, -0.06329285798894042, -0.3257501679343205, -0.65899764786546]]","[[ 1.         -0.1500961   0.0348947  -0.00127044]
 [-0.15008269  0.99552521 -0.02195798 -0.08499479]
 [-0.03494823  0.02294465 -0.88695956  0.43617607]
 [-0.00137894 -0.08475751 -0.43622257 -0.88248504]]","[0.8588367977824185, 0.6346676128761028]"
0,60,3650,7560,"[[0.7681408619490668, -0.09919882269466423, 0.01517712070317068, 0.0004507685552312575], [-0.09919114943143365, 0.7658245811239253, -0.01308413826827817, -0.05612334259814669], [-0.0152265787322836, 0.01374478745866703, -0.690358321168998, 0.3215862980555114], [0.0004709391860986505, -0.05597881183811314, -0.3216115170482191, -0.6880421903470545]]","[[ 1.00000000e+00 -1.29141447e-01  1.97582520e-02  5.86830590e-04]
 [-1.29131458e-01  9.96984562e-01 -1.70335142e-02 -7.30638681e-02]
 [-1.98226386e-02  1.78935767e-02 -8.98739223e-01  4.18655372e-01]
 [ 6.13089616e-04 -7.28757115e-02 -4.18688203e-01 -8.95723980e-01]]","[0.8673396841715549, 0.6689420388902325]"
0,60,3675,7560,"[[0.7816585776356989, -0.0895312104104602, 0.009572145016720001, 0.0009052733345822662], [-0.08952515728536858, 0.7799557747524842, -0.01075138153215372, -0.04949747353393415], [-0.009622066382977277, 0.01134604245729425, -0.709448396727287, 0.3154816519815185], [0.0009721980997214295, -0.04937553303248303, -0.3155009588104661, -0.7077457140601066]]","[[ 1.         -0.11454005  0.01224594  0.00115814]
 [-0.1145323   0.99782155 -0.01375458 -0.06332365]
 [-0.01230981  0.01451534 -0.90761928  0.40360544]
 [ 0.00124376 -0.06316765 -0.40363014 -0.90544099]]","[0.8711897875718875, 0.6921273668484476]"
0,60,3700,7560,"[[0.791359498243329, -0.08137997592630103, 0.006748948646037507, 0.0009528400953754887], [-0.08137493028844872, 0.7900349883980928, -0.009122579625757417, -0.04431787103799811], [-0.006796371943447623, 0.009664721841521761, -0.7239840725983419, 0.3088374090250928], [0.001042469565971409, -0.04421209683345023, -0.3088528585569694, -0.72265966247167]]","[[ 1.         -0.10283566  0.0085283   0.00120405]
 [-0.10282928  0.99832629 -0.01152773 -0.0560022 ]
 [-0.00858822  0.01221281 -0.91486117  0.39026183]
 [ 0.00131731 -0.05586854 -0.39028136 -0.91318758]]","[0.8727394736945138, 0.7099795219305174]"
0,60,3725,7560,"[[0.7991886989199304, -0.07271094836360353, 0.006083394762299405, 0.0006580621636543861], [-0.07270631757946894, 0.7981055168517524, -0.007972952118557402, -0.04035440933814129], [-0.006126804457000647, 0.008469019296646002, -0.7363281292647511, 0.3019353461094457], [0.0007592106156467798, -0.04026158748281219, -0.3019479748426416, -0.7352450307171764]]","[[ 1.00000000e+00 -9.09809516e-02  7.61196295e-03  8.23412749e-04]
 [-9.09751573e-02  9.98644648e-01 -9.97630738e-03 -5.04942192e-02]
 [-7.66628015e-03  1.05970208e-02 -9.21344521e-01  3.77802322e-01]
 [ 9.49976666e-04 -5.03780741e-02 -3.77818124e-01 -9.19989274e-01]]","[0.8718996468088751, 0.7264777501608357]"
0,60,3750,7560,"[[0.7465261731586137, -0.01474256542368402, 0.05108567777575687, -0.007121455130456512], [-0.01474463219519506, 0.7418128458568842, -0.01047290426660451, -0.06515325437070557], [-0.05105095719759262, 0.01072099645190301, -0.7115743317695505, 0.2248927593569334], [-0.007362093648762762, -0.06511242255245639, -0.2249123329107095, -0.7068610455637622]]","[[ 1.         -0.01974822  0.06843119 -0.00953946]
 [-0.01975099  0.99368632 -0.01402885 -0.08727524]
 [-0.06838469  0.01436118 -0.95318069  0.30125234]
 [-0.0098618  -0.08722055 -0.30127856 -0.94686706]]","[0.761268738167866, 0.7317836073365495]"
0,60,3775,7560,"[[0.8760557389227894, -0.03091617553436748, -0.001105370693557116, 0.00105508365890997], [-0.03091021739610639, 0.8743990273107001, -0.009034359150215408, -0.05306294070541667], [0.001060716906706438, 0.009546198786963406, -0.8231513351156352, 0.2980727888459603], [0.001256302407290542, -0.05297672866909289, -0.2980889035848996, -0.8214947125933298]]","[[ 1.         -0.03529019 -0.00126176  0.00120436]
 [-0.03528339  0.9981089  -0.01031254 -0.06057028]
 [ 0.00121079  0.01089679 -0.93961069  0.34024409]
 [ 0.00143404 -0.06047187 -0.34026249 -0.93771969]]","[0.9069719139634045, 0.8451395629283308]"
0,60,3800,7560,"[[0.7725901237397974, -0.09440301480795876, -0.03514127426484678, 0.005321826709767417], [-0.09441012977698449, 0.7705447903786924, -0.0009388007411499227, -0.04351386419166139], [0.03514439145627957, 0.001064088603499217, -0.7586373656142382, 0.1114615743614024], [0.005172943647324318, -0.04349554045520611, -0.1114617172080707, -0.7565920446333505]]","[[ 1.         -0.12219029 -0.04548502  0.00688829]
 [-0.1221995   0.99735263 -0.00121513 -0.05632206]
 [ 0.04548905  0.0013773  -0.98194028  0.14427   ]
 [ 0.00669559 -0.05629834 -0.14427018 -0.97929293]]","[0.8669931380757684, 0.6781871085626366]"
0,60,3825,7560,"[[0.6182697110402557, -0.2102837706685308, 0.001538994157094003, -0.00181469938467953], [-0.2102804615052553, 0.6181915309208568, 0.001640518328449444, 0.00932319872996705], [-0.001602356411390727, -0.001002929729911638, -0.5463699287626309, 0.19878121734283], [-0.0021179722649977, 0.00948678990035069, -0.1987764772122221, -0.5462919626695553]]","[[ 1.         -0.34011657  0.0024892  -0.00293513]
 [-0.34011121  0.99987355  0.0026534   0.0150795 ]
 [-0.00259168 -0.00162216 -0.88370806  0.32151214]
 [-0.00342564  0.0153441  -0.32150447 -0.88358196]]","[0.8285534812577251, 0.40798594014961903]"
0,60,3850,7560,"[[0.6682362362511498, -0.1647407300706622, 0.01621722191067675, -0.0007964885845707093], [-0.1647291928191766, 0.667545996902088, -0.007734089280040366, -0.02438769083340309], [-0.01633608001316429, 0.008546685919139915, -0.5713439924331678, 0.3047890919879625], [-0.0007525607791317966, -0.02419361358570008, -0.3048044472680133, -0.5706540203567791]]","[[ 1.         -0.24653067  0.0242687  -0.00119193]
 [-0.24651341  0.99896707 -0.01157388 -0.03649561]
 [-0.02444656  0.01278992 -0.85500301  0.45610979]
 [-0.00112619 -0.03620518 -0.45613277 -0.85397048]]","[0.8329769658683426, 0.5034955059063869]"
0,60,3875,7560,"[[0.6956745412322495, -0.1120871624965359, 0.004855662554297024, 0.001333070253664016], [-0.112077169727987, 0.6948510117247699, -0.008718366611001775, -0.03227281131183381], [-0.005002632599011348, 0.009567381385373101, -0.5915339816022531, 0.3484181696513058], [0.001602568098575423, -0.03206632972525437, -0.3484383689252606, -0.5907107604997552]]","[[ 1.         -0.16112012  0.00697979  0.00191623]
 [-0.16110575  0.99881621 -0.01253225 -0.04639067]
 [-0.00719105  0.01375267 -0.85030276  0.50083502]
 [ 0.00230362 -0.04609387 -0.50086405 -0.84911942]]","[0.8077617032890428, 0.5835873784180108]"
0,60,3900,7560,"[[0.6807834528371395, -0.05153366257499187, -0.001380482989505388, 0.001430336325219984], [-0.0515212637797306, 0.6799547699044683, -0.008700541756036581, -0.03235261599856254], [0.001200385172124071, 0.00951738484780346, -0.5771935737748183, 0.3571622577855205], [0.001946388362747227, -0.03214169148303053, -0.3571837403671478, -0.5763652621357217]]","[[ 1.         -0.07569758 -0.00202779  0.00210102]
 [-0.07567937  0.99878275 -0.01278019 -0.04752262]
 [ 0.00176324  0.01398005 -0.84783725  0.52463416]
 [ 0.00285904 -0.0472128  -0.52466572 -0.84662055]]","[0.7323171150134606, 0.6292497899195868]"
0,60,3925,7560,"[[0.632794039650358, 0.02456450975363839, -0.007182253656890871, 0.0009422149176860004], [0.02458175634548482, 0.6319513440641789, -0.008430401574007707, -0.03070991290848415], [0.006969574191102469, 0.00905346092581243, -0.5399381690487555, 0.3289464885889294], [0.001746415341653217, -0.03051815297848661, -0.3289676209632332, -0.5390959150319699]]","[[ 1.          0.03881912 -0.01135007  0.00148898]
 [ 0.03884638  0.99866829 -0.0133225  -0.04853066]
 [ 0.01101397  0.01430712 -0.85326052  0.51983184]
 [ 0.00275985 -0.04822762 -0.51986523 -0.85192951]]","[0.6082295295656015, 0.6573585490461333]"
0,60,3950,7560,"[[0.581735779604194, 0.09443775194378609, -0.01410755142089561, 0.0004509401251067257], [0.09445878537717259, 0.5809502559934404, -0.006952932204893109, -0.02587896549815478], [0.01389963651371129, 0.007113409459250123, -0.5176162982798436, 0.2480217107060671], [0.001432939685289437, -0.02575830709947578, -0.2480379999543075, -0.5168312252908016]]","[[ 1.00000000e+00  1.62337878e-01 -2.42507886e-02  7.75163125e-04]
 [ 1.62374034e-01  9.98649690e-01 -1.19520450e-02 -4.44857724e-02]
 [ 2.38933842e-02  1.22279043e-02 -8.89779031e-01  4.26347698e-01]
 [ 2.46321395e-03 -4.42783614e-02 -4.26375700e-01 -8.88429496e-01]]","[0.48729802739512484, 0.6761735311798741]"
0,60,3975,7560,"[[0.5932518627093326, 0.0963142267944341, -0.01834127500394142, 0.0005142104680674435], [0.09633267037735163, 0.5926602041058223, -0.00422849072044148, -0.01872595154888442], [0.0182033926373641, 0.00388935500429103, -0.5639721336084618, 0.1568003331571316], [0.001322943174829823, -0.01870457734921633, -0.1568076219194212, -0.5633808074621591]]","[[ 1.00000000e+00  1.62349641e-01 -3.09165064e-02  8.66765872e-04]
 [ 1.62380730e-01  9.99002686e-01 -7.12764845e-03 -3.15649267e-02]
 [ 3.06840885e-02  6.55599291e-03 -9.50645365e-01  2.64306516e-01]
 [ 2.22998571e-03 -3.15288978e-02 -2.64318802e-01 -9.49648611e-01]]","[0.49693763564436744, 0.6895660891283699]"
0,60,4000,7560,"[[0.657247814389641, 0.04235145858775147, -0.01773279306693781, 0.0009756521923065366], [0.0423634950661782, 0.6568550288727185, -0.002156697199503712, -0.014040122660665], [0.01767235430374754, 0.001640264186815564, -0.6443561444809363, 0.1223945274021357], [0.001439468931908773, -0.01407360120304113, -0.1223952585074357, -0.6439635441103606]]","[[ 1.          0.06443758 -0.02698038  0.00148445]
 [ 0.06445589  0.99940238 -0.00328141 -0.02136199]
 [ 0.02688842  0.00249566 -0.98038537  0.1862228 ]
 [ 0.00219015 -0.02141293 -0.18622391 -0.97978803]]","[0.614896355467142, 0.699599272596533]"
22,60,3000,7560,"[[0.7269121825242013, -0.09919478399485049, -0.003945707932048983, -0.001305012136056985], [-0.0992011344843744, 0.7262907682229963, 0.007236971150261, 0.02889040650734381], [0.003849238689806019, -0.006571612133447299, -0.6478760523490777, 0.3142812364866634], [-0.001093214556843107, 0.02902728616930826, -0.3142678155885243, -0.6472548154502075]]","[[ 1.         -0.13646048 -0.00542804 -0.00179528]
 [-0.13646921  0.99914513  0.00995577  0.03974401]
 [ 0.00529533 -0.00904045 -0.89127142  0.43235104]
 [-0.00150392  0.03993231 -0.43233257 -0.89041679]]","[0.8261069660693227, 0.6277173981876245]"
